,Latitude,Longitude,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,x_mercator,y_mercator
494,-37.86791314,144.9868218,1495,T20100032630,ABS to receive accident,Finished,14-08-2010,16.25.00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Cross intersection,Other injury accident,60,No,29878,144.98682,-37.867909999999995,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2498840.5,2403684.844,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro,-4215436.808148713,16139859.174511096
495,-37.92881729,146.39419740000002,1496,T20100032636,ABS to receive accident,Finished,14-08-2010,16.00.00,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100,Yes,235834,146.3942,-37.92882,Non-Intersection,BAW BAW,EASTERN REGION,2622567.115,2396027.585,5,3,0,0,3,2,3,2,0,4,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Country,Country,BAW BAW,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country,-4222216.62711391,16296527.509657977
496,-37.76686288,144.9754806,1497,T20100032641,ABS to receive accident,Finished,14-08-2010,18.50.00,Yes,Collision with vehicle,Saturday,RIGHT TURN SIDESWIPE,No,Dark Street lights on,Yes,T intersection,Other injury accident,60,No,36030,144.97548,-37.76686,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2497839.733,2414899.955,5,1,0,0,1,4,2,3,0,3,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4204187.944660985,16138596.67790211
497,-37.6888338,144.5832463,1498,T20100032642,ABS to receive accident,Finished,14-08-2010,19.15.00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,50,No,235835,144.58325,-37.688829999999996,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2463244.426,2423479.714,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Small Provincial Cities,Small Provincial Cities,MELTON,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4195501.787208317,16094933.355354456
498,-37.77153342,144.9611276,1499,T20100032645,ABS to receive accident,Finished,14-08-2010,20.05.00,Yes,Collision with vehicle,Saturday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,Yes,Dark Street lights unknown,No,Not at intersection,Other injury accident,60,No,115562,144.96113,-37.77153,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2496575.387,2414381.174,3,2,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,No,0,3,1,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4204707.866795515,16136998.909250755
499,-37.80471044,144.9451444,1500,T20100032651,ABS to receive accident,Finished,14-08-2010,19.46.00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60,No,29374,144.94513999999998,-37.80471,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495169.404,2410698.294,4,2,0,0,2,2,3,1,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4208401.115767953,16135219.66756551
500,-37.22297201,145.06279130000001,1501,T20100032661,ABS to receive accident,Finished,14-08-2010,05.00.00,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,110,Yes,236234,145.06278999999998,-37.222970000000004,Non-Intersection,MITCHELL,NORTHERN REGION,2505571.995,2475256.481,2,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Country,Country,MITCHELL,NORTHERN REGION,M,M,Freeway,Freeway,Undivided,Undivided,Country,-4143642.2899654745,16148316.060566917
501,-37.6376139,145.0258106,1502,T20100032664,ABS to receive accident,Finished,14-08-2010,23.15.00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Other injury accident,60,No,235836,145.02581,-37.637609999999995,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2502277.909,2429244.276,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4189800.0140218353,16144199.387873735
502,-36.75691344,144.28228059999998,1503,T20100032667,ABS to receive accident,Finished,15-08-2010,00.36.00,Yes,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,T intersection,Other injury accident,50,No,51604,144.28228000000001,-36.75691,Intersection,BENDIGO,NORTHERN REGION,2435921.543,2526731.065,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Large Provincial Cities,Large Provincial Cities,BENDIGO,NORTHERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Country,-4091760.8872732334,16061430.006884212
503,-36.13196076,146.90040369999997,1504,T20100032668,ABS to receive accident,Finished,14-08-2010,18.05.00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),Yes,Dark Street lights on,Yes,T intersection,Fatal accident,60,No,50911,146.9004,-36.13196,Intersection,WODONGA,NORTH EASTERN REGION,2671043.758,2594607.724,3,2,1,1,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,1,2,0,0,Small Provincial Cities,Small Provincial Cities,WODONGA,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4022191.4731657417,16352878.137210317
504,-37.74486729,144.9105726,1505,T20100032678,ABS to receive accident,Finished,14-08-2010,23.45.00,Yes,Fall from or in moving vehicle,Saturday,FELL IN/FROM VEHICLE,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,60,No,235840,144.91057,-37.74487,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2492118.774,2417337.704,3,1,0,0,1,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4201739.406782487,16131371.1523937
505,-38.38187451,142.4880103,1506,T20100032680,ABS to receive accident,Finished,14-08-2010,19.00.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70,No,54438,142.48801,-38.38187,Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,2280509.7830000003,2343737.356,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,WARRNAMBOOL,SOUTH WESTERN REGION,A,"A,B",Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Country,-4272650.726144527,15861692.75074272
506,-37.86546206,144.9920775,1507,T20100032696,ABS to receive accident,Finished,29-07-2010,15.00.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Other injury accident,60,No,40137,144.99208000000002,-37.86546,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2499302.902,2403956.94,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4215163.95517122,16140444.236358857
507,-37.78258671,145.4093814,1508,T20100032697,ABS to receive accident,Finished,13-08-2010,17.15.00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,80,No,43784,145.40938,-37.78259,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2536060.636,2413077.582,2,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4205938.313409905,16186898.294012904
508,-37.70302443,144.88287119999998,1509,T20100032698,ABS to receive accident,Finished,10-08-2010,17.58.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,70,No,235842,144.88287,-37.70302,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2489671.735,2421978.9080000003,3,2,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4197081.480913954,16128287.44665144
509,-37.75633778,145.0671352,1510,T20100032705,ABS to receive accident,Finished,15-08-2010,09.42.00,Yes,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,60,No,63547,145.06714,-37.75634,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2505915.72,2416066.275,3,1,0,1,0,2,1,2,0,0,3,0,0,0,0,0,0,0,1,0,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BANYULE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4203016.295888438,16148799.621302972
510,-37.83649371,144.9649903,1511,T20100032707,ABS to receive accident,Finished,10-08-2010,09.20.00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,50,No,235844,144.96499,-37.836490000000005,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2496918.3340000003,2407171.571,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4211939.213200098,16137428.903047845
511,-38.17853139,144.4202555,1512,T20100032711,ABS to receive accident,Finished,15-08-2010,10.30.00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,Yes,Multiple intersection,Other injury accident,80,No,50154,144.42026,-38.17853,Intersection,GEELONG,SOUTH WESTERN REGION,2449200.614,2369052.289,4,1,0,0,1,3,3,1,0,2,2,0,0,0,0,0,0,0,0,0,Yes,0,2,0,2,0,0,Large Provincial Cities,"Large Provincial Cities,Country",GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Country,-4250014.6735698115,16076789.302494466
512,-37.17798759,143.2471963,1513,T20100032723,ABS to receive accident,Finished,15-08-2010,12.00.00,No,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,80,No,235897,143.2472,-37.17799,Intersection,ARARAT,WESTERN REGION,2344376.099,2478817.327,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Country,Country,ARARAT,WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Country,-4138634.647237444,15946204.949680105
513,-37.86959306,145.060866,1514,T20100032730,ABS to receive accident,Finished,04-08-2010,07.30.00,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,No,T intersection,Other injury accident,80,Yes,57528,145.06087,-37.86959,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2505355.267,2403496.759,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4215623.815987687,16148101.737151291
514,-36.720175399999995,146.328559,1515,T20100032731,ABS to receive accident,Finished,14-08-2010,22.45.00,Yes,collision with some other object,Saturday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100,No,235846,146.32856,-36.72018,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2618668.773,2530220.906,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,Country,WANGARATTA,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4087671.2273676903,16289220.676393488
515,-37.680526,144.9645324,1516,T20100032739,ABS to receive accident,Finished,15-08-2010,14.21.00,No,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Serious injury accident,50,Yes,45479,144.96453,-37.68053,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2496871.58,2424481.596,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4194576.967142706,16137377.929853007
516,-37.78677738,144.98085269999999,1517,T20100032745,ABS to receive accident,Finished,15-08-2010,11.15.00,No,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Other injury accident,60,No,235848,144.98085,-37.78678,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2498313.483,2412689.8419999997,2,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4206404.816660387,16139194.6973386
517,-37.81101819,145.23748999999998,1518,T20100032748,ABS to receive accident,Finished,14-08-2010,23.50.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60,No,84,145.23748999999998,-37.81102,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2520911.635,2409973.524,5,5,0,3,2,0,3,2,0,3,2,0,0,0,0,0,0,0,0,0,No,1,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro,-4209103.291286005,16167763.430893159
518,-38.0011552,145.1913863,1519,T20100032775,ABS to receive accident,Finished,15-08-2010,18.00.00,Yes,Collision with vehicle,Sunday,RIGHT TURN SIDESWIPE,No,Dark Street lights on,Yes,Multiple intersection,Other injury accident,80,No,221842,145.19138999999998,-38.00116,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2516809.665,2388879.076,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DANDENONG,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,"Freeway,Arterial Highway",Undivided,Undivided,Metro,-4230269.24642016,16162631.190485477
519,-38.38001459,145.1104946,1520,T20100032782,ABS to receive accident,Finished,15-08-2010,18.30.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,90,Yes,235853,145.11049,-38.38001,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2509656.051,2346834.188,4,2,0,2,0,2,2,2,0,3,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Other Towns,"Other Towns,Country",MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4272443.68079721,16153626.367632076
520,-34.16621412,141.3797716,1521,T20100032786,ABS to receive accident,Finished,15-08-2010,14.30.00,No,Vehicle overturned (no collision),Sunday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Serious injury accident,100,Yes,235854,141.37977,-34.16621,Non-Intersection,MILDURA,WESTERN REGION,2165927.4669999997,2808138.775,2,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Country,Country,MILDURA,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-3803365.558172353,15738324.182981322
521,-37.83943729,144.7470827,1522,T20100032790,ABS to receive accident,Finished,15-08-2010,18.30.00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,80,No,44312,144.74708,-37.83944,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2477738.329,2406815.863,6,4,0,1,3,2,3,3,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4212266.891026807,16113171.539975857
522,-37.39453283,144.9358373,1523,T20100032792,ABS to receive accident,Finished,15-08-2010,16.15.00,Yes,Collision with a fixed object,Sunday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100,Yes,236418,144.93583999999998,-37.394529999999996,Non-Intersection,MITCHELL,NORTHERN REGION,2494319.141,2456218.603,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,Country,MITCHELL,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4162740.3530879514,16134183.605932748
523,-37.82891683,144.8486358,1524,T20100032793,ABS to receive accident,Finished,15-08-2010,09.30.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Serious injury accident,60,No,38581,144.84864,-37.828920000000004,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2486675.124,2408002.489,3,1,0,1,0,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4211095.758776696,16124476.379356336
524,-38.02877373,145.3216998,1525,T20100032796,ABS to receive accident,Finished,15-08-2010,19.52.00,Yes,Collision with vehicle,Sunday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Other injury accident,Not known,No,242989,145.3217,-38.02877,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2528244.836,2385782.669,3,3,0,0,3,0,1,2,0,1,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro,-4233343.727116219,16177137.622948965
525,-37.82532061,145.25277169999998,1526,T20100032798,ABS to receive accident,Finished,15-08-2010,18.30.00,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,70,Yes,235300,145.25277,-37.82532,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2522253.012,2408382.676,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4210695.429397516,16169464.581955615
526,-38.2171942,146.4207043,1527,T20100032799,ABS to receive accident,Finished,15-08-2010,21.45.00,Yes,Collision with vehicle,Sunday,LEFT TURN SIDESWIPE,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,60,No,235857,146.4207,-38.21719,Non-Intersection,LATROBE,EASTERN REGION,2624419.548,2363986.706,3,1,0,0,1,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,No,1,2,0,1,1,0,Small Provincial Cities,Small Provincial Cities,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country,-4254318.597891648,16299478.244268483
527,-37.77770511,144.96566909999999,1528,T20100032804,ABS to receive accident,Finished,16-08-2010,00.05.00,Yes,Struck Pedestrian,Monday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,60,No,238087,144.96567,-37.77771,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2496975.735,2413696.36,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4205394.896183649,16137504.466718191
528,-37.71819767,145.1392527,1529,T20100032819,ABS to receive accident,Finished,16-08-2010,06.40.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,60,Yes,236419,145.13925,-37.7182,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2512276.65,2420292.316,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4198770.558264438,16156827.704680255
529,-37.803217,144.9510995,1530,T20100032820,ABS to receive accident,Finished,16-08-2010,07.43.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50,No,36122,144.9511,-37.80322,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495693.733,2410864.332,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4208234.866787623,16135882.586265132
530,-38.02450934,145.3167868,1531,T20100032822,ABS to receive accident,Finished,12-08-2010,07.30.00,No,Collision with vehicle,Thursday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,No,Not at intersection,Other injury accident,100,No,237138,145.31679,-38.02451,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2527815.059,2386257.451,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro,-4232869.017392876,16176590.710290696
531,-34.19516249,142.16054430000003,1532,T20100032824,ABS to receive accident,Finished,15-08-2010,11.15.00,No,Vehicle overturned (no collision),Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Cross intersection,Other injury accident,60,No,52509,142.16054,-34.195159999999994,Intersection,MILDURA,WESTERN REGION,2238048.258,2807370.262,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Small Provincial Cities,Small Provincial Cities,MILDURA,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-3806588.075980049,15825239.402370611
532,-37.76845059,144.9916016,1533,T20100032829,ABS to receive accident,Finished,16-08-2010,08.55.00,No,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Cross intersection,Other injury accident,60,No,57417,144.9916,-37.76845,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2499260.079,2414723.989,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro,-4204364.687729713,16140391.259413188
533,-37.78349348,144.870485,1534,T20100032832,ABS to receive accident,Finished,16-08-2010,08.55.00,No,Vehicle overturned (no collision),Monday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Other injury accident,60,No,235860,144.87049,-37.78349,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2488591.691,2413046.7180000003,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4206039.254584571,16126908.621174578
