Latitude,Longitude,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
-38.1992871,146.542855,1569,T20100033016,ABS to receive accident,Finished,17-08-2010,12.50.00,No,Struck Pedestrian,Tuesday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,Yes,T intersection,Serious injury accident,50,No,242502,146.54285,-38.19929,Intersection,LATROBE,EASTERN REGION,2635148.326,2365807.776,2,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,Small Provincial Cities,Small Provincial Cities,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country
-37.88639617,144.6776862,1570,T20100033023,ABS to receive accident,Finished,17-08-2010,07.45.00,No,Collision with vehicle,Tuesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,No,T intersection,Other injury accident,50,No,235912,144.67769,-37.8864,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2471647.751,2401585.493,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.17674514,145.2869043,1571,T20100033024,ABS to receive accident,Finished,17-08-2010,12.20.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,80,No,237636,145.2869,-38.17675,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2525140.346,2369367.37,3,3,0,2,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Country,Country,CASEY,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.01532086,145.3282022,1572,T20100033026,ABS to receive accident,Finished,17-08-2010,12.40.00,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,70,No,229680,145.3282,-38.01532,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2528820.888,2387273.948,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.7425598,145.0226137,1573,T20100033030,ABS to receive accident,Finished,17-08-2010,13.20.00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60,No,44460,145.02261,-37.74256,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2501993.006,2417597.264,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
-37.81770618,144.9665684,1574,T20100033032,ABS to receive accident,Finished,17-08-2010,15.50.00,No,Struck Pedestrian,Tuesday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,50,No,74935,144.96657,-37.81771,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497056.514,2409256.809,2,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,0,0,1,Metropolitan CBD Only,"Metropolitan Excluding CBD,Metropolitan CBD Only",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.71696124,145.0431731,1575,T20100033033,ABS to receive accident,Finished,17-08-2010,10.23.00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Yes,Day,Yes,Cross intersection,Serious injury accident,70,Yes,225644,145.04317,-37.71696,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2503806.247,2420437.655,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro
-37.7741453,144.9609276,1576,T20100033051,ABS to receive accident,Finished,17-08-2010,17.56.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60,No,236817,144.96093,-37.77415,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2496557.889,2414091.286,3,1,0,0,1,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,No,0,3,0,2,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.90082062,145.1054678,1577,T20100033053,ABS to receive accident,Finished,17-08-2010,17.40.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60,No,41640,145.10547,-37.90082,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2509275.689,2400027.365,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Undivided,Undivided,Metro
-37.6603496,145.0305932,1578,T20100033058,ABS to receive accident,Finished,17-08-2010,17.30.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Serious injury accident,40,No,236429,145.03059,-37.66035,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2502699.189,2426720.941,3,1,0,1,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.88935012,145.271074,1579,T20100033062,ABS to receive accident,Finished,15-08-2010,01.45.00,Yes,Struck Pedestrian,Sunday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,50,No,240116,145.27107,-37.88935,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2523844.039,2401271.68,4,3,0,0,3,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,KNOX,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.34108248,144.9629716,1580,T20100033080,ABS to receive accident,Finished,17-08-2010,18.30.00,Yes,Collision with vehicle,Tuesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,No,239131,144.96297,-38.34108,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2496762.43,2351161.317,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.83505168,145.0610561,1581,T20100033082,ABS to receive accident,Finished,16-08-2010,14.00.00,No,Collision with vehicle,Monday,LEFT TURN SIDESWIPE,No,Day,Yes,Multiple intersection,Other injury accident,60,No,66687,145.06106,-37.83505,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2505374.453,2407330.463,3,1,0,0,1,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-38.34087133,143.6013165,1582,T20100033089,ABS to receive accident,Finished,17-08-2010,21.55.00,Yes,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60,No,73512,143.60132,-38.34087,Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2377710.512,2350287.03,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,Yes,0,2,0,1,1,0,Small Provincial Cities,Small Provincial Cities,COLAC OTWAY,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Country
-37.75274644,145.6940785,1583,T20100033093,ABS to receive accident,Finished,18-08-2010,00.40.00,Yes,Collision with a fixed object,Wednesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,Yes,236473,145.69408,-37.75275,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2561162.162,2416243.984,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Yes,1,1,0,1,0,0,Other Towns,Other Towns,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Metro
-38.01301575,145.2017565,1584,T20100033094,ABS to receive accident,Finished,17-08-2010,23.00.00,Yes,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Serious injury accident,60,No,35860,145.20176,-38.01302,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2517717.699,2387560.714,2,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,Yes,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.87812657,145.0476349,1585,T20100033113,ABS to receive accident,Finished,18-08-2010,07.55.00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,No,Cross intersection,Other injury accident,60,No,57918,145.04763,-37.87813,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2504190.655,2402550.287,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro
-37.73670262,144.8935391,1586,T20100033122,ABS to receive accident,Finished,18-08-2010,08.42.00,No,Collision with vehicle,Wednesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,50,No,235919,144.89354,-37.7367,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2490616.598,2418242.307,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.80463161,144.988465,1587,T20100033124,ABS to receive accident,Finished,17-08-2010,11.30.00,No,Collision with vehicle,Tuesday,OTHER OVERTAKING MANOEUVRES NOT INCLUDED IN DCAs 150-154,No,Day,Yes,T intersection,Other injury accident,50,No,236631,144.98846,-37.80463,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2498984.222,2410708.373,3,2,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.57857383,143.8893388,1588,T20100033130,ABS to receive accident,Finished,18-08-2010,10.30.00,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,60,Yes,235816,143.88934,-37.57857,Non-Intersection,BALLARAT,WESTERN REGION,2401904.443,2435224.532,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Large Provincial Cities,Large Provincial Cities,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-38.08650747,145.1827025,1589,T20100033131,ABS to receive accident,Finished,18-08-2010,07.05.00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,80,Yes,235818,145.1827,-38.08651,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2516028.768,2379406.589,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Undivided,Undivided,Metro
-37.9413879,145.0098604,1590,T20100033137,ABS to receive accident,Finished,31-07-2010,13.00.00,No,Collision with vehicle,Saturday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,No,Not at intersection,Other injury accident,50,No,235920,145.00986,-37.94139,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2500866.735,2395529.798,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-35.9313556,145.3317399,1591,T20100033138,ABS to receive accident,Finished,07-08-2010,06.35.00,Yes,Struck animal,Saturday,STRUCK ANIMAL,No,Dark No street lights,No,Not at intersection,Serious injury accident,100,No,235921,145.33174,-35.93136,Non-Intersection,MOIRA,NORTH EASTERN REGION,2529937.371,2618521.694,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Country,Country,MOIRA,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-37.77387606,145.1142721,1592,T20100033140,ABS to receive accident,Finished,15-08-2010,15.45.00,No,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,No,Cross intersection,Other injury accident,70,No,38301,145.11427,-37.77388,Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2510066.923,2414115.832,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.92655039,145.2441491,1593,T20100033141,ABS to receive accident,Finished,12-08-2010,19.00.00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Other injury accident,80,No,42664,145.24415,-37.92655,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2521465.1,2397149.179,3,1,0,0,1,2,2,0,0,0,2,0,0,0,1,0,0,0,0,1,No,0,3,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,KNOX,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.88817363,145.1576927,1594,T20100033142,ABS to receive accident,Finished,18-08-2010,09.27.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60,No,41776,145.15769,-37.88817,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2513871.091,2401424.719,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-38.64783558,143.8813134,1595,T20100033153,ABS to receive accident,Finished,18-08-2010,12.20.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,80,No,235925,143.88131,-38.64784,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2402590.372,2316531.769,3,1,0,1,0,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Country,Country,COLAC OTWAY,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Country
-37.85624846,144.8529077,1596,T20100033158,ABS to receive accident,Finished,12-07-2010,19.15.00,Yes,Collision with a fixed object,Monday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,No,Not at intersection,Other injury accident,50,Yes,235928,144.85291,-37.85625,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2487055.872,2404969.582,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.18601576,146.2420517,1597,T20100033162,ABS to receive accident,Finished,15-08-2010,14.20.00,No,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,Yes,Day,Yes,Not at intersection,Other injury accident,Not known,No,235929,146.24205,-38.18602,Non-Intersection,LATROBE,EASTERN REGION,2608819.98,2367666.269,2,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Small Provincial Cities,Small Provincial Cities,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country
-37.84040848,145.0109242,1598,T20100033169,ABS to receive accident,Finished,18-08-2010,15.10.00,No,Collision with vehicle,Wednesday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,40,No,37769,145.01092,-37.84041,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2500961.529,2406737.589,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-36.31738342,146.6632571,1599,T20100033174,ABS to receive accident,Finished,18-08-2010,15.15.00,No,Collision with a fixed object,Wednesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100,Yes,235938,146.66326,-36.31738,Non-Intersection,INDIGO,NORTH EASTERN REGION,2649342.531,2574436.504,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Country,Country,INDIGO,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-37.7539463,145.0161098,1600,T20100033175,ABS to receive accident,Finished,18-08-2010,14.50.00,No,Collision with vehicle,Wednesday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,60,No,235939,145.01611,-37.75395,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2501419.585,2416333.658,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.20795584,145.6809846,1601,T20100033177,ABS to receive accident,Finished,11-07-2010,12.00.00,No,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,No,Not at intersection,Other injury accident,Not known,No,235940,145.68098,-37.20796,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2560440.808,2476708.423,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Country,Country,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-37.79965241,144.9550344,1602,T20100033178,ABS to receive accident,Finished,16-08-2010,12.30.00,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,60,No,35304,144.95503,-37.79965,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496040.056,2411260.125,3,1,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.66064587,145.0283758,1603,T20100033182,ABS to receive accident,Finished,18-08-2010,08.45.00,No,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Yes,Day,No,Not at intersection,Other injury accident,40,No,236430,145.02838,-37.66065,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2502503.543,2426688.122,3,1,0,0,1,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-38.60254148,145.5931753,1604,T20100033183,ABS to receive accident,Finished,18-08-2010,16.10.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60,No,50444,145.59318,-38.60254,Intersection,BASS COAST,EASTERN REGION,2551682.927,2321972.371,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,1,1,No,0,3,0,3,0,0,Other Towns,Other Towns,BASS COAST,"EASTERN REGION,EASTERN REGION",B,"B,C",Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Undivided,Undivided,Country
-37.8868991,144.6739446,1605,T20100033184,ABS to receive accident,Finished,13-08-2010,08.15.00,No,Collision with vehicle,Friday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Other injury accident,Other speed limit,No,235941,144.67394,-37.8869,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2471318.811,2401528.552,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.87106054,145.1298817,1606,T20100033185,ABS to receive accident,Finished,14-07-2010,19.45.00,Yes,Collision with vehicle,Wednesday,RIGHT REAR.,No,Dark Street lights on,No,T intersection,Serious injury accident,60,No,68007,145.12988,-37.87106,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2511427.347,2403327.8,4,1,0,1,0,3,2,2,0,1,3,0,0,0,0,0,0,0,1,0,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-38.12275321,144.6347281,1607,T20100033193,ABS to receive accident,Finished,18-08-2010,17.10.00,No,Collision with vehicle,Wednesday,RIGHT REAR.,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60,No,235942,144.63473,-38.12275,Intersection,GEELONG,SOUTH WESTERN REGION,2467969.627,2375337.165,9,4,0,0,4,5,2,7,0,6,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,Other Towns,"Other Towns,Country",GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Country
-36.21077315,144.0481824,1608,T20100033194,ABS to receive accident,Finished,18-08-2010,10.45.00,No,No collision and no object struck,Wednesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,No,Not at intersection,Other injury accident,100,No,235943,144.04818,-36.21077,Non-Intersection,LODDON,NORTHERN REGION,2414415.865,2587142.364,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,Country,LODDON,NORTHERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-36.7929216,141.632688,1609,T20100033196,ABS to receive accident,Finished,18-08-2010,15.30.00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100,Yes,235944,141.63269,-36.79292,Non-Intersection,WEST WIMMERA,WESTERN REGION,2199565.313,2517663.36,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,Country,Country,WEST WIMMERA,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-37.66567784,144.938768,1610,T20100033197,ABS to receive accident,Finished,18-08-2010,17.50.00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,60,No,45075,144.93877,-37.66568,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2494597.978,2426128.306,5,1,0,0,1,4,4,1,0,3,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
