Latitude,Longitude,Latitude_met,Longitude_met,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
-37.82568581,144.9979281,16141095.52,-4554830.246,1403,T20100032256,1,Finished,12-08-2010,13.00.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,No,Cross intersection,Serious injury accident,Not known,No,35383,144.99793,-37.82569,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2499817.596,2408371.683,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.82778974,144.9620639,16137103.14,-4555126.761,1404,T20100032257,1,Finished,12-08-2010,12.40.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,Not known,No,277206,144.96206,-37.82779,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496660.366,2408137.51,3,1,0,0,1,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,Arterial Highway,Undivided,Undivided,Metro
-37.67536554,145.2022915,16163845.15,-4533666.813,1405,T20100032273,1,Finished,11-08-2010,14.05.00,No,Collision with a fixed object,Wednesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,80,Yes,235786,145.20229,-37.67537,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2517844.308,2425035.934,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Country,Country,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.91138451,144.9913114,16140358.95,-4566914.968,1406,T20100032281,1,Finished,12-08-2010,14.30.00,No,Struck Pedestrian,Thursday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,No,Day,Yes,Not at intersection,Other injury accident,50,No,235788,144.99131,-37.91138,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2499235.961,2398859.965,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-36.76162668,144.2938532,16062718.26,-4405932.5,1407,T20100032292,1,Finished,23-07-2010,08.30.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,No,Cross intersection,Other injury accident,50,No,51630,144.29385,-36.76163,Intersection,BENDIGO,NORTHERN REGION,2436958.617,2526215.837,2,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Large Provincial Cities,Large Provincial Cities,BENDIGO,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-37.8832061,145.0484135,16146715.53,-4562939.865,1408,T20100032293,1,Finished,12-08-2010,08.50.00,No,Struck Pedestrian,Thursday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,Yes,Not at intersection,Other injury accident,60,No,235397,145.04841,-37.88321,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2504258.87,2401986.473,3,1,0,0,1,2,1,2,0,1,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.70671548,144.8660297,16126412.66,-4538076.993,1409,T20100032296,1,Finished,12-08-2010,12.46.00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,70,No,36785,144.86603,-37.70672,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2488187.259,2421567.308,4,1,0,1,0,3,2,2,0,1,3,0,0,0,0,0,0,0,0,1,No,0,3,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"HUME,BRIMBANK",METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-36.75956008,144.3174311,16065342.94,-4405645.344,1410,T20100032303,1,Finished,12-08-2010,15.20.00,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60,No,1254,144.31743,-36.75956,Intersection,BENDIGO,NORTHERN REGION,2439061.85,2526460.488,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Large Provincial Cities,Large Provincial Cities,BENDIGO,NORTHERN REGION,B,"B,C",Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Country
-38.14764595,144.3662351,16070775.78,-4600304.281,1411,T20100032307,1,Finished,12-08-2010,17.14.00,No,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Cross intersection,Other injury accident,50,No,49937,144.36624,-38.14765,Intersection,GEELONG,SOUTH WESTERN REGION,2444444.385,2372450.499,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Large Provincial Cities,Large Provincial Cities,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-37.8065196,144.9843225,16139580.95,-4552129.462,1412,T20100032309,1,Finished,12-08-2010,08.45.00,No,Collision with vehicle,Thursday,LEFT TURN SIDESWIPE,No,Day,No,Cross intersection,Serious injury accident,Not known,No,36573,144.98432,-37.80652,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2498619.469,2410498.779,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.5834972,144.7551169,16114065.9,-4520753.875,1413,T20100032314,1,Finished,07-08-2010,16.00.00,Yes,No collision and no object struck,Saturday,OFF CARRIAGEWAY TO RIGHT,No,Day,No,Not at intersection,Serious injury accident,50,Yes,237634,144.75512,-37.5835,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2478372.43,2435222.56,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Small Provincial Cities,Small Provincial Cities,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.7536432,144.8070169,16119843.38,-4544682.078,1414,T20100032318,1,Finished,12-08-2010,17.10.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60,No,236415,144.80702,-37.75364,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2482994.404,2416350.181,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,Yes,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.80585502,144.9782092,16138900.42,-4552035.826,1415,T20100032323,1,Finished,30-07-2010,16.55.00,Yes,Collision with vehicle,Friday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,40,No,235790,144.97821,-37.80586,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2498081.128,2410572.433,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.88306155,145.2844414,16172990.04,-4562919.477,1416,T20100032325,1,Finished,12-08-2010,17.47.00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,60,No,41935,145.28444,-37.88306,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2525021.933,2401966.22,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,KNOX,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-36.78341107,145.1544332,16158517.59,-4408959.929,1417,T20100032327,1,Finished,12-08-2010,18.25.00,Yes,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,T intersection,Serious injury accident,50,No,237412,145.15443,-36.78341,Intersection,STRATHBOGIE,NORTH EASTERN REGION,2513783.255,2524021.323,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,No,0,1,0,1,0,0,Other Towns,Other Towns,STRATHBOGIE,NORTH EASTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Country
-37.81871736,145.0836397,16150636.89,-4553848.214,1418,T20100032331,1,Finished,12-08-2010,18.21.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60,Yes,235828,145.08364,-37.81872,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2507363.958,2409141.862,2,2,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.82253309,144.9695526,16137936.78,-4554385.936,1419,T20100032333,1,Finished,12-08-2010,18.30.00,Yes,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60,No,235398,144.96955,-37.82253,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497319.432,2408721.17,2,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-34.17302098,142.137631,15822688.71,-4052058.245,1420,T20100032336,1,Finished,12-08-2010,18.15.00,Yes,Collision with vehicle,Thursday,RIGHT REAR.,No,Dark Street lights on,Yes,T intersection,Other injury accident,60,No,235996,142.13763,-34.17302,Intersection,MILDURA,WESTERN REGION,2235861.133,2809764.463,3,2,0,0,2,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,Small Provincial Cities,Small Provincial Cities,MILDURA,WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Country
-37.79468223,145.0848866,16150775.7,-4550461.763,1421,T20100032337,1,Finished,12-08-2010,14.30.00,No,Collision with vehicle,Thursday,UNKNOWN-NO DETAILS ON MANOEUVRES OF ROAD-USERS IN ACCIDENT,Yes,Day,No,Cross intersection,Other injury accident,60,No,35460,145.08489,-37.79468,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2507476.117,2411809.349,2,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.81858438,144.9991699,16141233.76,-4553829.474,1422,T20100032341,1,Finished,12-08-2010,15.28.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,40,No,37196,144.99917,-37.81858,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2499926.911,2409159.856,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.82291853,145.1229109,16155008.54,-4554440.254,1423,T20100032346,1,Finished,12-08-2010,20.10.00,Yes,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60,No,39323,145.12291,-37.82292,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2510820.936,2408671.834,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.81009287,144.9960401,16140885.35,-4552632.932,1424,T20100032347,1,Finished,12-08-2010,16.20.00,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Serious injury accident,60,Yes,37150,144.99604,-37.81009,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2499651.314,2410102.299,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.73636032,144.9526547,16136055.71,-4542249.022,1425,T20100032351,1,Finished,12-08-2010,17.00.00,No,Collision with vehicle,Thursday,LEFT FAR (INTERSECTIONS ONLY),No,Day,No,Cross intersection,Other injury accident,Not known,No,797,144.95265,-37.73636,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2495826.995,2418284.505,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.69462662,145.009131,16142342.62,-4536376.161,1426,T20100032352,1,Finished,12-08-2010,17.10.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,60,No,257685,145.00913,-37.69463,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2500805.249,2422917.23,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"WHITTLESEA,DAREBIN",METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.82715889,145.3360287,16178732.71,-4555037.852,1427,T20100032362,1,Finished,12-08-2010,19.20.00,Yes,collision with some other object,Thursday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,No,235792,145.33603,-37.82716,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2529581.877,2408155.984,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.41197571,147.8346681,16456879.97,-4496687.521,1428,T20100032363,1,Finished,12-08-2010,18.20.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100,Yes,235793,147.83467,-37.41198,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2750881.998,2450549.466,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Country,Country,EAST GIPPSLAND,"EASTERN REGION,EASTERN REGION",B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Country
-37.9158295,145.0176919,16143295.62,-4567542.158,1429,T20100032364,1,Finished,12-08-2010,11.49.00,No,Collision with vehicle,Thursday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,Cross intersection,Other injury accident,80,No,41267,145.01769,-37.91583,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2501555.66,2398366.497,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro
-37.80343182,144.8931304,16129429.5,-4551694.416,1430,T20100032366,1,Finished,12-08-2010,22.50.00,Yes,Collision with vehicle,Thursday,LEFT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Serious injury accident,60,No,65444,144.89313,-37.80343,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2490588.886,2410836.313,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.94296158,145.0682518,16148923.92,-4571371.328,1431,T20100032367,1,Finished,12-08-2010,17.09.00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,50,No,42282,145.06825,-37.94296,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2505999.266,2395353.024,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.9349705,145.1411493,16157038.83,-4570243.394,1432,T20100032370,1,Finished,12-08-2010,18.30.00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,80,No,235399,145.14115,-37.93497,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2512408.186,2396232.933,5,2,0,0,2,3,2,3,0,2,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.69380589,144.8851742,16128543.82,-4536260.699,1433,T20100032371,1,Finished,12-08-2010,21.25.00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100,No,235796,144.88517,-37.69381,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2489873.583,2423002.248,10,1,0,1,0,9,5,4,0,6,4,0,0,0,0,0,0,0,0,2,No,0,4,0,4,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Freeway,Freeway,Undivided,Undivided,Metro
-36.02723291,142.0243962,15810083.47,-4304369.226,1434,T20100032376,1,Finished,12-08-2010,23.05.00,Yes,Vehicle overturned (no collision),Thursday,OFF CARRIAGEWAY TO LEFT,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100,Yes,237003,142.0244,-36.02723,Non-Intersection,HINDMARSH,WESTERN REGION,2231846.704,2603744.287,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,Country,HINDMARSH,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-37.83061361,144.9652032,16137452.6,-4555524.754,1435,T20100032377,1,Finished,13-08-2010,00.27.00,Yes,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60,No,29460,144.9652,-37.83061,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496936.838,2407824.2,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
-37.74916195,145.0361056,16145345.42,-4544051.16,1436,T20100032381,1,Finished,13-08-2010,01.43.00,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60,Yes,48743,145.03611,-37.74916,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2503181.804,2416864.163,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BANYULE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
-37.62996463,144.9306618,16133607.47,-4527283.304,1437,T20100032392,1,Finished,12-08-2010,15.30.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60,No,245822,144.93066,-37.62996,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2493879.944,2430091.268,6,3,0,0,3,3,4,2,0,3,3,0,0,0,0,0,0,0,0,0,No,0,3,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.75633381,144.739664,16112345.69,-4545060.908,1438,T20100032395,1,Finished,13-08-2010,06.30.00,No,Collision with vehicle,Friday,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,80,No,26587,144.73966,-37.75633,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2477060.122,2416037.435,3,1,0,1,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,1,2,0,0,Country,Country,MELTON,METROPOLITAN NORTH WEST REGION,,,Freeway,"Freeway,Arterial Other",Undivided,Undivided,Metro
-38.39145278,142.8108572,15897631.9,-4634873.512,1439,T20100032396,1,Finished,13-08-2010,06.20.00,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100,Yes,238105,142.81086,-38.39145,Non-Intersection,MOYNE,SOUTH WESTERN REGION,2308738.293,2343370.785,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,0,0,0,Country,Country,MOYNE,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-37.86700927,145.2605226,16170327.41,-4560655.681,1440,T20100032402,1,Finished,18-07-2010,22.00.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,No,Not at intersection,Other injury accident,50,Yes,235797,145.26052,-37.86701,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2522922.708,2403753.88,2,1,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,KNOX,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-34.17706909,142.1597321,15825148.99,-4052602.932,1441,T20100032412,1,Finished,13-08-2010,07.30.00,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,No,Not at intersection,Other injury accident,50,Yes,241682,142.15973,-34.17707,Non-Intersection,MILDURA,WESTERN REGION,2237913.426,2809376.239,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,Small Provincial Cities,Small Provincial Cities,MILDURA,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-36.75901505,144.3083198,16064328.68,-4405569.613,1442,T20100032413,1,Finished,13-08-2010,08.35.00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,70,No,59705,144.30832,-36.75902,Intersection,BENDIGO,NORTHERN REGION,2438247.992,2526515.091,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,1,2,0,2,0,0,Large Provincial Cities,Large Provincial Cities,BENDIGO,NORTHERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Country
-37.98817774,145.2143986,16165192.91,-4577755.859,1443,T20100032414,1,Finished,13-08-2010,10.30.00,No,Struck Pedestrian,Friday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,No,Day,Yes,Cross intersection,Other injury accident,40,No,35315,145.2144,-37.98818,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2518834.097,2390315.213,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
